symbol,company_name,sector,market_cap,market_cap_class,current_price,beta,volatility_30d,volatility_90d,open,high,low,close,volume,return_1m,return_3m,return_6m,return_1y,return_3y,dividend_yield,risk_bucket,last_updated,ticker,ticker_yf
CHOLAFIN.NS,Cholamandalam Investment and Finance Company Limited,Financial Services,1412188864512,Large Cap,1673.5,0.394,25.11,25.8,1710.0,1731.8,1667.1,1673.5,1133393,-0.27,5.48,8.41,30.34,61.6,12.0,Low,2025-12-17 18:17:04,CHOLAFIN,CHOLAFIN.NS
UNITDSPR.NS,,IT,1038554431488,Large Cap,1424.9,0.176,17.14,17.83,1451.9,1456.3,1412.1,1424.9,726430,0.94,6.57,-1.94,-4.93,1.56,83.0,Low,2025-12-17 18:17:04,UNITDSPR,UNITDSPR.NS
APLAPOLLO.NS,APL Apollo Tubes Limited,Others,490063069184,Mid Cap,1764.5,0.294,16.14,15.05,1730.0,1776.8,1720.0,1764.5,750139,2.53,3.98,-0.07,10.61,57.01,33.0,Low,2025-12-17 18:17:08,APLAPOLLO,APLAPOLLO.NS
AUROPHARMA.NS,Aurobindo Pharma Limited,Pharma,692896333824,Mid Cap,1193.0,0.078,21.56,23.2,1172.5,1196.8,1172.5,1193.0,736876,-3.46,5.68,10.62,-3.79,81.55,34.0,Medium,2025-12-17 18:17:09,AUROPHARMA,AUROPHARMA.NS
LUPIN.NS,Lupin Limited,Pharma,965261590528,Mid Cap,2113.1,0.351,17.3,19.27,2100.9,2128.0,2095.9,2113.1,784090,4.33,3.25,10.07,3.05,162.54,57.0,Medium,2025-12-17 18:17:09,LUPIN,LUPIN.NS
AUBANK.NS,AU Small Finance Bank Limited,Banking,738190295040,Mid Cap,990.3,0.307,20.54,25.61,981.0,998.2,979.4,990.3,3583711,6.98,37.61,25.49,71.5,28.57,10.0,Medium,2025-12-17 18:17:10,AUBANK,AUBANK.NS
BSE.NS,BSE Limited,Others,1068322586624,Large Cap,2630.5,0.072,44.13,40.13,2615.0,2673.0,2611.0,2630.5,4201180,-9.24,19.66,1.35,39.77,1311.83,23.0,High,2025-12-17 18:17:11,BSE,BSE.NS
SRF.NS,SRF Limited,Chemicals,899145465856,Mid Cap,3033.3,0.097,22.2,20.87,3002.0,3037.4,2993.3,3033.3,238172,8.86,2.89,-1.21,32.41,23.26,27.0,Low,2025-12-17 18:17:11,SRF,SRF.NS
IDFCFIRSTB.NS,IDFC First Bank Limited,Banking,721541201920,Mid Cap,83.95,0.502,19.56,22.8,83.31,84.14,83.26,83.95,23915594,5.45,16.68,20.82,30.91,15.53,30.0,Medium,2025-12-17 18:17:12,IDFCFIRSTB,IDFCFIRSTB.NS
FEDERALBNK.NS,The Federal Bank Limited,Banking,648125546496,Mid Cap,263.6,0.186,16.21,19.8,262.4,264.5,261.15,263.6,3436853,7.15,32.84,30.05,24.27,113.06,46.0,Low,2025-12-17 18:17:13,FEDERALBNK,FEDERALBNK.NS
PERSISTENT.NS,Persistent Systems Limited,IT,978185158656,Mid Cap,6282.5,0.456,26.12,28.53,6240.0,6348.5,6232.5,6282.5,194752,-0.53,12.84,6.8,-2.89,144.42,56.0,Medium,2025-12-17 18:17:14,PERSISTENT,PERSISTENT.NS
CUMMINSIND.NS,Cummins India Limited,Others,1251000188928,Large Cap,4512.7,0.402,20.4,19.39,4498.0,4532.9,4480.7,4512.7,259525,5.9,10.04,40.71,24.88,166.5,115.0,Low,2025-12-17 18:17:15,CUMMINSIND,CUMMINSIND.NS
YESBANK.NS,Yes Bank Limited,Banking,676499947520,Mid Cap,21.56,0.302,20.7,24.55,21.51,21.68,21.46,21.56,51984837,-5.97,2.33,11.08,1.46,31.46,0.0,Medium,2025-12-17 18:17:15,YESBANK,YESBANK.NS
MANKIND.NS,Mankind Pharma Limited,Others,871514046464,Mid Cap,2111.2,0.283,15.95,18.05,2120.4,2121.0,2090.0,2111.2,587741,-5.03,-19.98,-9.17,-21.51,17.08,9.0,Low,2025-12-17 18:17:16,MANKIND,MANKIND.NS
MPHASIS.NS,Mphasis Limited,IT,545395802112,Mid Cap,2865.3,0.508,19.26,26.28,2863.0,2896.6,2856.7,2865.3,247795,5.59,-4.51,10.36,-8.59,51.95,199.0,Medium,2025-12-17 18:17:17,MPHASIS,MPHASIS.NS
NMDC.NS,NMDC Limited,Metals,679787560960,Mid Cap,77.28,0.738,20.97,21.81,77.0,77.82,76.82,77.28,8627736,2.68,0.72,16.88,4.54,135.96,428.0,Medium,2025-12-17 18:17:17,NMDC,NMDC.NS
HINDPETRO.NS,Hindustan Petroleum Corporation Limited,Energy,990394974208,Mid Cap,465.45,1.044,18.26,22.31,466.0,471.75,464.45,465.45,2284465,-2.45,15.1,23.75,18.55,196.44,333.0,Medium,2025-12-17 18:17:18,HINDPETRO,HINDPETRO.NS
MARICO.NS,Marico Limited,FMCG,955689861120,Mid Cap,738.15,0.132,18.65,16.54,738.0,741.35,734.1,738.15,877598,-1.34,2.56,7.95,16.18,38.92,142.0,Low,2025-12-17 18:17:19,MARICO,MARICO.NS
MFSL.NS,Max Financial Services Limited,Others,574236524544,Mid Cap,1663.9,0.623,24.22,22.05,1680.0,1680.0,1642.2,1663.9,350109,-0.25,6.98,5.56,44.54,138.47,0.0,Low,2025-12-17 18:17:20,MFSL,MFSL.NS
PHOENIXLTD.NS,The Phoenix Mills Limited,Infrastructure,637061365760,Mid Cap,1781.5,0.278,16.75,23.0,1791.7,1799.0,1771.9,1781.5,457863,3.87,9.55,13.92,-2.2,140.05,14.0,Medium,2025-12-17 18:17:20,PHOENIXLTD,PHOENIXLTD.NS
TIINDIA.NS,Tube Investments of India Limited,Others,505851510784,Mid Cap,2614.1,-0.312,23.41,27.56,2611.0,2658.6,2604.1,2614.1,177582,-13.82,-22.89,-8.24,-30.28,-9.13,13.0,Medium,2025-12-17 18:17:21,TIINDIA,TIINDIA.NS
INDUSTOWER.NS,Indus Towers Limited,Others,1073841438720,Large Cap,407.2,-0.041,19.71,26.0,408.15,409.2,403.55,407.2,4479425,0.98,14.93,4.5,15.35,154.42,0.0,Medium,2025-12-17 18:17:22,INDUSTOWER,INDUSTOWER.NS
UPL.NS,UPL Limited,Chemicals,630200795136,Mid Cap,746.3,0.699,18.72,19.54,751.7,752.8,740.95,746.3,1655440,-0.84,6.77,19.36,37.44,12.14,80.0,Low,2025-12-17 18:17:23,UPL,UPL.NS
GODREJPROP.NS,Godrej Properties Limited,Infrastructure,606900649984,Mid Cap,2014.9,0.434,28.8,27.96,2024.9,2036.6,2004.9,2014.9,285125,-5.42,-3.48,-15.34,-32.22,41.15,0.0,Medium,2025-12-17 18:17:24,GODREJPROP,GODREJPROP.NS
BHARATFORG.NS,Bharat Forge Limited,Others,676908761088,Mid Cap,1413.3,0.411,24.03,25.7,1415.0,1419.4,1400.5,1413.3,282653,-2.27,11.41,11.19,4.33,82.66,60.0,Medium,2025-12-17 18:17:24,BHARATFORG,BHARATFORG.NS
IRCTC.NS,Indian Railway Catering & Tourism Corporation Limited,Infrastructure,532879966208,Mid Cap,666.1,0.113,13.98,13.64,669.95,672.45,664.2,666.1,386710,-4.84,-8.77,-10.04,-19.93,6.2,134.0,Medium,2025-12-17 18:17:25,IRCTC,IRCTC.NS
FORTIS.NS,Fortis Healthcare Limited,Pharma,657780047872,Mid Cap,870.95,0.577,20.16,25.98,879.05,879.8,865.2,870.95,1608384,-5.63,-10.06,16.56,25.16,217.26,11.0,Low,2025-12-17 18:17:26,FORTIS,FORTIS.NS
BHEL.NS,Bharat Heavy Electricals Limited,Others,967491321856,Mid Cap,277.85,0.711,30.1,27.34,278.5,280.65,275.65,277.85,3130602,-3.92,18.49,12.64,12.45,236.28,18.0,Medium,2025-12-17 18:17:26,BHEL,BHEL.NS
OBEROIRLTY.NS,Oberoi Realty Limited,Infrastructure,585677733888,Mid Cap,1609.9,0.342,21.52,22.9,1628.0,1649.1,1599.2,1609.9,265395,-5.78,-2.8,-14.18,-28.23,70.62,49.0,Medium,2025-12-17 18:17:27,OBEROIRLTY,OBEROIRLTY.NS
OIL.NS,Oil India Limited,Energy,647633895424,Mid Cap,398.15,0.302,14.05,20.02,400.2,404.2,396.3,398.15,862924,-8.12,0.56,-14.26,-11.08,160.17,373.0,Medium,2025-12-17 18:17:27,OIL,OIL.NS
ASHOKLEY.NS,Ashok Leyland Limited,Automobile,975882158080,Mid Cap,166.14,0.229,32.01,30.07,167.5,167.5,165.07,166.14,7629925,14.22,20.54,43.66,44.97,145.73,186.0,Low,2025-12-17 18:17:28,ASHOKLEY,ASHOKLEY.NS
NHPC.NS,NHPC Limited,Energy,757295153152,Mid Cap,75.39,0.225,13.74,20.32,76.0,76.0,75.0,75.39,5710820,-5.82,-13.43,-6.21,-9.3,84.28,251.0,Medium,2025-12-17 18:17:29,NHPC,NHPC.NS
DABUR.NS,Dabur India Limited,FMCG,876468961280,Mid Cap,494.15,0.231,12.0,20.45,497.0,498.6,492.3,494.15,551521,-4.52,-7.37,7.88,-1.61,-8.2,161.0,Low,2025-12-17 18:17:30,DABUR,DABUR.NS
PAGEIND.NS,Page Industries Limited,Retail,402173493248,Mid Cap,36055.0,0.01,15.68,20.09,36495.0,36495.0,35980.0,36055.0,15879,-7.1,-20.25,-19.68,-24.96,-4.25,138.0,Low,2025-12-17 18:17:31,PAGEIND,PAGEIND.NS
COFORGE.NS,Coforge Limited,IT,618051600384,Mid Cap,1844.7,0.25,27.39,29.2,1866.8,1887.3,1840.9,1844.7,728970,-0.73,1.33,3.29,0.25,106.97,86.0,Medium,2025-12-17 18:17:31,COFORGE,COFORGE.NS
INDUSINDBK.NS,IndusInd Bank Limited,Banking,649632481280,Mid Cap,833.85,0.24,25.01,23.27,838.2,846.1,827.8,833.85,3106884,-0.68,13.38,-0.44,-16.56,-34.55,192.0,Medium,2025-12-17 18:17:32,INDUSINDBK,INDUSINDBK.NS
JUBLFOOD.NS,Jubilant FoodWorks Limited,FMCG,364286246912,Mid Cap,554.05,0.002,30.68,24.72,560.2,562.95,548.4,554.05,1553920,-6.91,-11.56,-18.77,-19.16,13.31,21.0,Medium,2025-12-17 18:17:33,JUBLFOOD,JUBLFOOD.NS
HDFCAMC.NS,HDFC Asset Management Company Limited,Others,1088945651712,Large Cap,2541.2,0.444,15.74,21.63,2581.3,2601.7,2535.6,2541.2,501379,-5.74,-13.12,4.2,14.64,174.81,174.0,Low,2025-12-17 18:17:33,HDFCAMC,HDFCAMC.NS
PAYTM.NS,One97 Communications Limited,Retail,812638535680,Mid Cap,1268.6,-0.655,30.97,30.07,1282.0,1293.9,1260.0,1268.6,1537517,-1.09,3.2,46.12,25.97,76.93,0.0,High,2025-12-17 18:17:34,PAYTM,PAYTM.NS
SUZLON.NS,Suzlon Energy Limited,Energy,712363671552,Mid Cap,51.94,1.089,23.71,24.93,52.6,52.65,51.8,51.94,30336679,-8.12,-12.09,-16.94,-21.73,372.18,0.0,Medium,2025-12-17 18:17:34,SUZLON,SUZLON.NS
SBICARD.NS,SBI Cards and Payment Services Limited,Financial Services,793971261440,Mid Cap,834.4,0.341,20.13,21.86,847.7,851.4,829.0,834.4,895186,-3.39,-6.43,-11.21,14.9,-8.14,29.0,Low,2025-12-17 18:17:35,SBICARD,SBICARD.NS
PRESTIGE.NS,Prestige Estates Projects Limited,Infrastructure,692355792896,Mid Cap,1607.4,0.16,26.83,26.27,1631.9,1635.0,1595.7,1607.4,446734,-6.4,-1.33,-4.1,-12.1,229.43,11.0,Medium,2025-12-17 18:17:36,PRESTIGE,PRESTIGE.NS
OFSS.NS,Oracle Financial Services Software Limited,Others,671211061248,Mid Cap,7712.5,0.149,20.31,28.22,7800.0,7861.5,7667.5,7712.5,81854,-7.45,-14.64,-16.03,-35.11,130.73,166.0,Medium,2025-12-17 18:17:36,OFSS,OFSS.NS
PIIND.NS,PI Industries Limited,Others,486390890496,Mid Cap,3206.2,0.374,21.48,20.45,3247.9,3252.4,3183.6,3206.2,212927,-6.79,-13.48,-21.77,-18.6,-7.04,61.0,Low,2025-12-17 18:17:37,PIIND,PIIND.NS
SUPREMEIND.NS,The Supreme Industries Limited,Others,425227354112,Mid Cap,3345.2,0.25,23.43,27.3,3399.1,3399.1,3323.1,3345.2,256879,-6.84,-25.04,-24.05,-31.18,21.33,103.0,Medium,2025-12-17 18:17:38,SUPREMEIND,SUPREMEIND.NS
MUTHOOTFIN.NS,Muthoot Finance Limited,Financial Services,1512851374080,Large Cap,3766.5,0.648,35.96,31.71,3853.0,3867.0,3756.5,3766.5,283591,1.75,27.35,42.83,79.91,244.26,68.0,Low,2025-12-17 18:17:39,MUTHOOTFIN,MUTHOOTFIN.NS
HEROMOTOCO.NS,Hero MotoCorp Limited,Automobile,1163874795520,Large Cap,5817.0,0.681,24.33,23.81,5970.0,5971.0,5782.0,5817.0,538186,-1.01,8.32,34.68,33.36,117.84,219.0,Low,2025-12-17 18:17:40,HEROMOTOCO,HEROMOTOCO.NS
GMRAIRPORT.NS,GMR Airports Limited,Infrastructure,1066295230464,Large Cap,100.95,0.562,34.49,25.66,103.2,104.0,100.4,100.95,11523492,-1.91,10.0,25.33,20.32,144.43,0.0,Medium,2025-12-17 18:17:40,GMRAIRPORT,GMRAIRPORT.NS
POLICYBZR.NS,PB Fintech Limited,Others,814347059200,Mid Cap,1765.0,0.425,33.35,32.51,1812.7,1825.1,1756.0,1765.0,1815465,-4.63,-1.37,-5.39,-16.3,197.11,0.0,Medium,2025-12-17 18:17:41,POLICYBZR,POLICYBZR.NS
DIXON.NS,Dixon Technologies (India) Limited,Consumer Durables,803258368000,Mid Cap,13274.0,-0.157,38.82,32.23,13650.0,13650.0,13182.0,13274.0,343111,-14.58,-27.59,-5.17,-29.48,235.16,6.0,Medium,2025-12-17 18:17:44,DIXON,DIXON.NS
COLPAL.NS,Colgate-Palmolive (India) Limited,FMCG,568049336320,Mid Cap,2087.4,0.32,15.78,20.37,2126.9,2142.2,2075.3,2087.4,387578,-4.4,-10.81,-12.07,-24.68,36.79,236.0,Low,2025-12-17 18:17:45,COLPAL,COLPAL.NS
POLYCAB.NS,Polycab India Limited,Consumer Durables,1065720414208,Large Cap,7079.5,0.446,21.33,20.36,7341.0,7341.0,7031.0,7079.5,1779441,-7.91,-4.85,22.28,-5.6,102.51,48.0,Medium,2025-12-17 18:17:46,POLYCAB,POLYCAB.NS
IGL.NS,Indraprastha Gas Limited,Energy,269978648576,Mid Cap,192.74,0.481,26.38,24.18,188.9,196.9,186.58,192.74,36309538,-6.69,-10.59,-4.04,-1.55,-12.69,164.0,Medium,2025-12-17 18:17:49,IGL,IGL.NS
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,Financial Services,488649228288,Mid Cap,351.7,0.259,40.95,30.9,343.3,353.85,342.5,351.7,4261988,6.62,22.99,38.1,30.24,25.69,190.0,Medium,2025-12-17 18:17:50,M&MFIN,M&MFIN.NS
BANKINDIA.NS,Bank of India Limited,Banking,646296698880,Mid Cap,141.96,0.826,25.86,25.84,139.38,142.8,139.1,141.96,6423695,-4.46,19.28,27.17,28.76,107.2,291.0,Medium,2025-12-17 18:17:50,BANKINDIA,BANKINDIA.NS
BHARTIHEXA.NS,,Telecom,880949985280,Mid Cap,1761.9,1.0,26.11,28.66,1748.9,1765.0,1718.4,1761.9,145803,-3.62,2.06,1.13,19.34,65.03,57.0,Low,2025-12-17 18:17:51,BHARTIHEXA,BHARTIHEXA.NS
SONACOMS.NS,Sona BLW Precision Forgings Limited,Automobile,304803020800,Mid Cap,489.9,0.115,23.08,26.41,483.95,493.5,480.8,489.9,804487,-3.36,11.19,2.82,-21.93,-6.54,66.0,Medium,2025-12-17 18:17:52,SONACOMS,SONACOMS.NS
PATANJALI.NS,Patanjali Foods Limited,Others,593211162624,Mid Cap,543.9,-0.241,23.35,20.34,539.0,549.15,528.0,543.9,7343531,-6.69,-9.98,0.17,-10.71,60.61,45.0,Medium,2025-12-17 18:17:52,PATANJALI,PATANJALI.NS
NATIONALUM.NS,National Aluminium Company Limited,Metals,513438744576,Mid Cap,279.45,0.873,36.22,30.36,278.0,281.5,277.15,279.45,8846305,8.9,34.25,57.77,33.31,271.21,524.0,Medium,2025-12-17 18:17:53,NATIONALUM,NATIONALUM.NS
BLUESTARCO.NS,Blue Star Limited,Consumer Durables,375571447808,Mid Cap,1826.8,-0.09,26.64,26.3,1808.0,1831.0,1805.0,1826.8,138650,1.77,-5.84,12.5,-12.12,157.24,50.0,Medium,2025-12-17 18:17:53,BLUESTARCO,BLUESTARCO.NS
ITCHOTELS.NS,,IT,399882846208,Mid Cap,191.97,1.0,18.74,23.38,190.99,192.3,190.3,191.97,1788355,-8.36,-21.67,-10.25,17.19,17.19,0.0,Low,2025-12-17 18:17:54,ITCHOTELS,ITCHOTELS.NS
BIOCON.NS,Biocon Limited,Pharma,515472850944,Mid Cap,386.1,0.239,32.58,27.69,385.0,388.7,383.75,386.1,1318125,-5.85,4.8,10.91,9.31,62.08,13.0,Medium,2025-12-17 18:17:55,BIOCON,BIOCON.NS
LTF.NS,L&T Finance Limited,Others,755543244800,Mid Cap,301.9,0.68,39.64,30.86,301.0,306.6,299.6,301.9,4016933,1.43,22.04,61.0,108.24,199.22,91.0,Medium,2025-12-17 18:17:55,LTF,LTF.NS
SWIGGY.NS,,Retail,1032760131584,Large Cap,398.95,1.0,36.57,33.46,395.0,406.0,392.35,398.95,15194501,0.49,-10.25,6.63,-28.64,-28.64,0.0,Medium,2025-12-17 18:17:56,SWIGGY,SWIGGY.NS
SAIL.NS,Steel Authority of India Limited,Metals,538674167808,Mid Cap,130.2,1.165,23.12,27.36,129.35,130.48,129.03,130.2,8434148,-6.99,-2.24,5.34,6.65,61.0,123.0,Medium,2025-12-17 18:17:56,SAIL,SAIL.NS
NTPCGREEN.NS,,Energy,761318866944,Mid Cap,90.35,1.0,11.69,15.94,90.5,90.6,89.75,90.35,2171213,-7.98,-12.95,-13.13,-27.29,-27.29,0.0,Medium,2025-12-17 18:17:58,NTPCGREEN,NTPCGREEN.NS
INDIANB.NS,Indian Bank,Others,1044453261312,Large Cap,775.0,0.431,29.1,25.7,772.0,783.7,769.6,775.0,910955,-12.48,10.83,25.99,36.48,196.92,210.0,Medium,2025-12-17 18:17:58,INDIANB,INDIANB.NS
UNIONBANK.NS,Union Bank of India,Banking,1168246964224,Large Cap,153.04,0.996,23.06,24.83,152.95,154.38,152.5,153.04,9892909,-0.93,12.04,13.28,22.75,130.76,310.0,Medium,2025-12-17 18:17:59,UNIONBANK,UNIONBANK.NS
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,Financial Services,500961738752,Mid Cap,833.85,-0.04,29.22,34.35,834.95,844.0,828.0,833.85,568708,-13.82,-9.66,1.94,-15.59,32.8,102.0,High,2025-12-17 18:18:00,MOTILALOFS,MOTILALOFS.NS
ABCAPITAL.NS,Aditya Birla Capital Limited,IT,907148787712,Mid Cap,346.8,0.6,26.18,26.34,348.9,353.4,344.7,346.8,3413087,4.88,19.22,35.64,76.38,100.99,0.0,Low,2025-12-17 18:18:00,ABCAPITAL,ABCAPITAL.NS
LICHSGFIN.NS,LIC Housing Finance Limited,Financial Services,288673038336,Mid Cap,524.8,0.287,15.71,17.34,525.8,530.5,522.0,524.8,688581,-6.88,-11.53,-8.2,-14.68,45.63,190.0,Medium,2025-12-17 18:18:01,LICHSGFIN,LICHSGFIN.NS
TORNTPOWER.NS,Torrent Power Limited,Energy,642225078272,Mid Cap,1274.5,0.403,20.62,23.26,1275.0,1300.3,1270.0,1274.5,392392,-2.02,-0.78,-6.75,-21.22,133.67,148.0,Medium,2025-12-17 18:18:02,TORNTPOWER,TORNTPOWER.NS
ALKEM.NS,Alkem Laboratories Limited,Pharma,672971620352,Mid Cap,5628.5,0.314,12.6,18.32,5660.0,5697.5,5577.5,5628.5,36002,-1.67,2.72,17.9,4.4,70.6,28.0,Low,2025-12-17 18:18:02,ALKEM,ALKEM.NS
ATGL.NS,Adani Total Gas Limited,Energy,643003973632,Mid Cap,584.65,0.586,15.37,44.84,586.8,590.0,580.3,584.65,232804,-4.23,-3.67,-6.1,-17.94,-13.22,4.0,High,2025-12-17 18:18:03,ATGL,ATGL.NS
360ONE.NS,360 One Wam Limited,Financial Services,456135507968,Mid Cap,1126.1,0.308,24.47,25.89,1139.2,1153.1,1120.1,1126.1,1050356,0.62,2.61,1.18,-4.03,179.28,106.0,Medium,2025-12-17 18:18:04,360ONE,360ONE.NS
PREMIERENE.NS,,Energy,408225710080,Mid Cap,907.5,1.0,36.57,29.92,909.85,919.4,898.5,907.5,699713,-8.71,-13.74,-6.18,-33.85,-12.82,8.0,Medium,2025-12-17 18:18:04,PREMIERENE,PREMIERENE.NS
TATAELXSI.NS,Tata Elxsi Limited,IT,309672345600,Mid Cap,4968.5,0.518,22.47,22.32,5000.0,5052.5,4950.5,4968.5,72363,-7.09,-13.34,-20.12,-31.7,-33.56,150.0,Medium,2025-12-17 18:18:05,TATAELXSI,TATAELXSI.NS
MRF.NS,MRF Limited,Automobile,643827695616,Mid Cap,151755.0,0.247,13.01,22.99,152700.0,153295.0,151120.0,151755.0,2903,-1.04,1.82,9.99,14.69,58.22,16.0,Low,2025-12-17 18:18:05,MRF,MRF.NS
ACC.NS,ACC Limited,Cement,330507190272,Mid Cap,1758.9,0.014,17.58,15.31,1772.0,1774.9,1751.0,1758.9,119117,-4.25,-5.34,-3.65,-21.41,-1.96,42.0,Medium,2025-12-17 18:18:06,ACC,ACC.NS
KPITTECH.NS,KPIT Technologies Limited,IT,318011768832,Mid Cap,1168.9,-0.098,29.23,29.71,1170.0,1178.1,1164.1,1168.9,514531,-2.84,-10.18,-15.68,-23.31,6.21,72.0,Medium,2025-12-17 18:18:07,KPITTECH,KPITTECH.NS
NYKAA.NS,FSN E-Commerce Ventures Limited,Retail,701363126272,Mid Cap,245.1,0.328,26.45,28.59,246.25,248.5,243.75,245.1,4166380,-8.94,-0.34,26.35,40.41,80.55,0.0,Medium,2025-12-17 18:18:08,NYKAA,NYKAA.NS
EXIDEIND.NS,Exide Industries Limited,Automobile,309269561344,Mid Cap,363.8,0.441,17.72,20.82,366.0,366.4,361.5,363.8,878438,-4.49,-14.43,-2.41,-20.42,74.75,55.0,Low,2025-12-17 18:18:09,EXIDEIND,EXIDEIND.NS
RVNL.NS,Rail Vikas Nigam Limited,Infrastructure,642037841920,Mid Cap,307.25,1.111,20.5,24.3,309.5,310.9,306.0,307.25,1876571,-4.03,-15.24,-19.14,-34.27,163.45,56.0,High,2025-12-17 18:18:09,RVNL,RVNL.NS
CONCOR.NS,Container Corporation of India Limited,Infrastructure,378137772032,Mid Cap,496.35,0.148,17.97,18.17,499.0,502.2,495.0,496.35,642916,-3.61,-11.09,-14.09,-38.38,-22.97,184.0,Medium,2025-12-17 18:18:10,CONCOR,CONCOR.NS
TATACOMM.NS,Tata Communications Limited,Others,520894480384,Mid Cap,1827.7,0.559,22.55,31.77,1823.6,1845.8,1805.0,1827.7,121148,-2.55,7.95,9.14,0.76,42.23,137.0,Medium,2025-12-17 18:18:10,TATACOMM,TATACOMM.NS
IDEA.NS,Vodafone Idea Limited,Telecom,1207341285376,Large Cap,11.13,-0.011,45.03,57.23,11.25,11.39,11.06,11.13,626743127,4.12,41.96,75.83,39.3,55.66,0.0,High,2025-12-17 18:18:11,IDEA,IDEA.NS
VOLTAS.NS,Voltas Limited,Consumer Durables,456786378752,Mid Cap,1380.5,-0.082,26.54,25.79,1390.0,1396.0,1375.7,1380.5,662636,-1.52,-3.2,10.09,-23.22,71.04,50.0,Medium,2025-12-17 18:18:12,VOLTAS,VOLTAS.NS
IRB.NS,IRB Infrastructure Developers Limited,Infrastructure,248021532672,Small Cap,41.06,-0.016,19.71,20.5,41.49,41.57,41.01,41.06,4480512,-6.6,-6.73,-14.29,-29.26,44.89,68.0,Medium,2025-12-17 18:18:13,IRB,IRB.NS
POWERINDIA.NS,Hitachi Energy India Limited,Energy,853560786944,Mid Cap,19150.0,0.209,40.87,41.23,19320.0,19585.0,19055.0,19150.0,74569,-11.44,-1.18,4.12,45.43,390.27,3.0,Medium,2025-12-17 18:18:14,POWERINDIA,POWERINDIA.NS
KEI.NS,KEI Industries Limited,Others,392748040192,Mid Cap,4106.6,0.241,21.53,22.76,4140.0,4140.0,4061.6,4106.6,276811,-0.3,-1.03,14.05,-8.04,96.49,10.0,Medium,2025-12-17 18:18:14,KEI,KEI.NS
GLENMARK.NS,Glenmark Pharmaceuticals Limited,Pharma,549840027648,Mid Cap,1948.4,0.314,20.06,22.67,1976.7,1976.7,1935.4,1948.4,283822,5.85,-7.47,19.15,25.9,219.42,25.0,Medium,2025-12-17 18:18:15,GLENMARK,GLENMARK.NS
TATATECH.NS,Tata Technologies Limited,IT,260406247424,Mid Cap,641.8,0.707,18.1,19.87,650.3,653.45,639.7,641.8,671357,-5.94,-10.11,-12.32,-30.47,-40.55,128.0,Low,2025-12-17 18:18:16,TATATECH,TATATECH.NS
KALYANKJIL.NS,Kalyan Jewellers India Limited,Others,490359881728,Mid Cap,474.85,0.049,24.52,31.77,478.5,483.45,468.0,474.85,2702124,-4.95,-7.8,-6.81,-37.6,324.95,31.0,Medium,2025-12-17 18:18:16,KALYANKJIL,KALYANKJIL.NS
WAAREEENER.NS,,Energy,828060598272,Mid Cap,2878.8,1.0,27.15,37.52,2915.6,2940.5,2865.0,2878.8,482871,-9.31,-17.71,7.83,-8.07,-8.11,14.0,Medium,2025-12-17 18:18:17,WAAREEENER,WAAREEENER.NS
HUDCO.NS,Housing and Urban Development Corporation Limited,Infrastructure,416215040000,Mid Cap,207.91,0.974,34.21,29.66,211.0,212.45,206.66,207.91,2129931,-12.38,-6.4,-3.09,-17.09,270.38,299.0,Medium,2025-12-17 18:18:18,HUDCO,HUDCO.NS
VMM.NS,,Others,625481482240,Mid Cap,133.85,1.0,23.38,23.65,135.9,135.97,132.76,133.85,7583129,-2.48,-8.54,6.13,26.31,26.31,0.0,Low,2025-12-17 18:18:18,VMM,VMM.NS
IREDA.NS,Indian Renewable Energy Development Agency Limited,Others,369341366272,Mid Cap,131.43,-1.574,19.95,22.83,133.5,134.21,131.0,131.43,4042757,-10.65,-15.5,-17.21,-39.2,-18.95,0.0,High,2025-12-17 18:18:19,IREDA,IREDA.NS
COROMANDEL.NS,Coromandel International Limited,Chemicals,667900182528,Mid Cap,2261.3,0.117,23.11,28.26,2305.0,2322.2,2242.2,2261.3,289060,0.92,-1.88,-1.48,25.17,141.37,78.0,Low,2025-12-17 18:18:20,COROMANDEL,COROMANDEL.NS
BDL.NS,Bharat Dynamics Limited,Defence,485438717952,Mid Cap,1324.3,0.119,38.84,35.64,1359.0,1359.0,1320.1,1324.3,1065142,-13.83,-17.72,-29.69,3.31,138.64,34.0,Medium,2025-12-17 18:18:22,BDL,BDL.NS
GODFRYPHLP.NS,Godfrey Phillips India Limited,Others,437185675264,Mid Cap,2802.8,0.277,25.11,44.86,2855.0,2868.0,2790.0,2802.8,114696,-4.61,-19.26,5.61,41.62,417.32,129.0,Medium,2025-12-17 18:18:23,GODFRYPHLP,GODFRYPHLP.NS
ASTRAL.NS,Astral Limited,Chemicals,383874236416,Mid Cap,1428.9,0.231,31.17,28.8,1464.9,1464.9,1425.0,1428.9,357425,-1.33,-1.98,-5.71,-22.65,-22.92,26.0,Medium,2025-12-17 18:18:24,ASTRAL,ASTRAL.NS
COCHINSHIP.NS,Cochin Shipyard Limited,Defence,395357814784,Mid Cap,1502.8,0.233,25.55,29.34,1565.0,1565.0,1495.0,1502.8,923150,-11.56,-21.03,-27.68,-5.94,514.64,88.0,Medium,2025-12-17 18:18:25,COCHINSHIP,COCHINSHIP.NS
